College Code,College Name,Choice Code,Course Name,District,College Type,GOPEN-I-r,GOPEN-I-p,GOPEN-II-r,GOPEN-II-p,GOPEN-MI-r,GOPEN-MI-p,GOPEN-I-Non-PWD-DEF-r,GOPEN-I-Non-PWD-DEF-p,GOPEN-VII-r,GOPEN-VII-p,GSC-I-r,GSC-I-p,GSC-II-r,GSC-II-p,GSC-MI-r,GSC-MI-p,GSC-I-Non-PWD-DEF-r,GSC-I-Non-PWD-DEF-p,GSC-VII-r,GSC-VII-p,GST-I-r,GST-I-p,GST-II-r,GST-II-p,GST-MI-r,GST-MI-p,GST-I-Non-PWD-DEF-r,GST-I-Non-PWD-DEF-p,GST-VII-r,GST-VII-p,GNTA-I-r,GNTA-I-p,GNTA-II-r,GNTA-II-p,GNTA-MI-r,GNTA-MI-p,GNTA-I-Non-PWD-DEF-r,GNTA-I-Non-PWD-DEF-p,GNTA-VII-r,GNTA-VII-p,GNTB-I-r,GNTB-I-p,GNTB-II-r,GNTB-II-p,GNTB-MI-r,GNTB-MI-p,GNTB-I-Non-PWD-DEF-r,GNTB-I-Non-PWD-DEF-p,GNTB-VII-r,GNTB-VII-p,GNTC-I-r,GNTC-I-p,GNTC-II-r,GNTC-II-p,GNTC-MI-r,GNTC-MI-p,GNTC-I-Non-PWD-DEF-r,GNTC-I-Non-PWD-DEF-p,GNTC-VII-r,GNTC-VII-p,GNTD-I-r,GNTD-I-p,GNTD-II-r,GNTD-II-p,GNTD-MI-r,GNTD-MI-p,GNTD-I-Non-PWD-DEF-r,GNTD-I-Non-PWD-DEF-p,GNTD-VII-r,GNTD-VII-p,GOBC-I-r,GOBC-I-p,GOBC-II-r,GOBC-II-p,GOBC-MI-r,GOBC-MI-p,GOBC-I-Non-PWD-DEF-r,GOBC-I-Non-PWD-DEF-p,GOBC-VII-r,GOBC-VII-p,LOPEN-I-r,LOPEN-I-p,LOPEN-II-r,LOPEN-II-p,LOPEN-MI-r,LOPEN-MI-p,LOPEN-I-Non-PWD-DEF-r,LOPEN-I-Non-PWD-DEF-p,LOPEN-VII-r,LOPEN-VII-p,LSC-I-r,LSC-I-p,LSC-II-r,LSC-II-p,LSC-MI-r,LSC-MI-p,LSC-I-Non-PWD-DEF-r,LSC-I-Non-PWD-DEF-p,LSC-VII-r,LSC-VII-p,LST-I-r,LST-I-p,LST-II-r,LST-II-p,LST-MI-r,LST-MI-p,LST-I-Non-PWD-DEF-r,LST-I-Non-PWD-DEF-p,LST-VII-r,LST-VII-p,LNTA-I-r,LNTA-I-p,LNTA-II-r,LNTA-II-p,LNTA-MI-r,LNTA-MI-p,LNTA-I-Non-PWD-DEF-r,LNTA-I-Non-PWD-DEF-p,LNTA-VII-r,LNTA-VII-p,LNTB-I-r,LNTB-I-p,LNTB-II-r,LNTB-II-p,LNTB-MI-r,LNTB-MI-p,LNTB-I-Non-PWD-DEF-r,LNTB-I-Non-PWD-DEF-p,LNTB-VII-r,LNTB-VII-p,LNTC-I-r,LNTC-I-p,LNTC-II-r,LNTC-II-p,LNTC-MI-r,LNTC-MI-p,LNTC-I-Non-PWD-DEF-r,LNTC-I-Non-PWD-DEF-p,LNTC-VII-r,LNTC-VII-p,LNTD-I-r,LNTD-I-p,LNTD-II-r,LNTD-II-p,LNTD-MI-r,LNTD-MI-p,LNTD-I-Non-PWD-DEF-r,LNTD-I-Non-PWD-DEF-p,LNTD-VII-r,LNTD-VII-p,LOBC-I-r,LOBC-I-p,LOBC-II-r,LOBC-II-p,LOBC-MI-r,LOBC-MI-p,LOBC-I-Non-PWD-DEF-r,LOBC-I-Non-PWD-DEF-p,LOBC-VII-r,LOBC-VII-p,DEF-O-I-r,DEF-O-I-p,DEF-O-II-r,DEF-O-II-p,DEF-O-MI-r,DEF-O-MI-p,DEF-O-I-Non-PWD-DEF-r,DEF-O-I-Non-PWD-DEF-p,DEF-O-VII-r,DEF-O-VII-p,EWS-I-r,EWS-I-p,EWS-II-r,EWS-II-p,EWS-MI-r,EWS-MI-p,EWS-I-Non-PWD-DEF-r,EWS-I-Non-PWD-DEF-p,EWS-VII-r,EWS-VII-p,PWD-O-I-r,PWD-O-I-p,PWD-O-II-r,PWD-O-II-p,PWD-O-MI-r,PWD-O-MI-p,PWD-O-I-Non-PWD-DEF-r,PWD-O-I-Non-PWD-DEF-p,PWD-O-VII-r,PWD-O-VII-p,MI-I-r,MI-I-p,MI-II-r,MI-II-p,MI-MI-r,MI-MI-p,MI-I-Non-PWD-DEF-r,MI-I-Non-PWD-DEF-p,MI-VII-r,MI-VII-p,PWDR-SC-I-r,PWDR-SC-I-p,PWDR-SC-II-r,PWDR-SC-II-p,PWDR-SC-MI-r,PWDR-SC-MI-p,PWDR-SC-I-Non-PWD-DEF-r,PWDR-SC-I-Non-PWD-DEF-p,PWDR-SC-VII-r,PWDR-SC-VII-p,PWDR-OBC-I-r,PWDR-OBC-I-p,PWDR-OBC-II-r,PWDR-OBC-II-p,PWDR-OBC-MI-r,PWDR-OBC-MI-p,PWDR-OBC-I-Non-PWD-DEF-r,PWDR-OBC-I-Non-PWD-DEF-p,PWDR-OBC-VII-r,PWDR-OBC-VII-p,DEFR-OBC-I-r,DEFR-OBC-I-p,DEFR-OBC-II-r,DEFR-OBC-II-p,DEFR-OBC-MI-r,DEFR-OBC-MI-p,DEFR-OBC-I-Non-PWD-DEF-r,DEFR-OBC-I-Non-PWD-DEF-p,DEFR-OBC-VII-r,DEFR-OBC-VII-p,MI-MH-I-r,MI-MH-I-p,MI-MH-II-r,MI-MH-II-p,MI-MH-MI-r,MI-MH-MI-p,MI-MH-I-Non-PWD-DEF-r,MI-MH-I-Non-PWD-DEF-p,MI-MH-VII-r,MI-MH-VII-p,ORP-I-r,ORP-I-p,ORP-II-r,ORP-II-p,ORP-MI-r,ORP-MI-p,ORP-I-Non-PWD-DEF-r,ORP-I-Non-PWD-DEF-p,ORP-VII-r,ORP-VII-p,PWD-OBC-I-r,PWD-OBC-I-p,PWD-OBC-II-r,PWD-OBC-II-p,PWD-OBC-MI-r,PWD-OBC-MI-p,PWD-OBC-I-Non-PWD-DEF-r,PWD-OBC-I-Non-PWD-DEF-p,PWD-OBC-VII-r,PWD-OBC-VII-p,DEF-OBC-I-r,DEF-OBC-I-p,DEF-OBC-II-r,DEF-OBC-II-p,DEF-OBC-MI-r,DEF-OBC-MI-p,DEF-OBC-I-Non-PWD-DEF-r,DEF-OBC-I-Non-PWD-DEF-p,DEF-OBC-VII-r,DEF-OBC-VII-p
5109,"5109 Sandip Foundation, Sandip Institute of Technology and Research Centre, Mahiravani, Nashik (Un-Aided)",510937210,Electronics and Telecommunication Engg,Nashik,Un-Aided,12369,79.66,,,,,,,,,23008,74.24,,,,,,,,,13949,78.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12677,79.47,,,,,,,,,11915,79.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30382,70.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22513,74.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15338,77.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5109,"5109 Sandip Foundation, Sandip Institute of Technology and Research Centre, Mahiravani, Nashik (Un-Aided)",510961210,Mechanical Engineering,Nashik,Un-Aided,15194,78,,,,,,,,,28548,71.64,,,,,,,,,26200,72.77,,,,,,,,,39701,63.82,,,,,,,,,,,,,,,,,,,31394,70.26,,,,,,,,,,,,,,,,,,,17032,77.03,,,,,,,,,24367,73.64,,,,,,,,,,,28817,71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32129,69.85,,,,,,,,,,,,,,,,,,,30420,70.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5109,"5109 Sandip Foundation, Sandip Institute of Technology and Research Centre, Mahiravani, Nashik (Un-Aided)",510991610,Automation and Robotics,Nashik,Un-Aided,19324,75.9,,,,,,,,,28436,71.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27565,72.12,,,,,,,,,17584,76.75,,,,,,,,,23170,74.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23718,73.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17953,76.57,,,,,,,,,,,,,,,,,,,16020,77.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5109,"5109 Sandip Foundation, Sandip Institute of Technology and Research Centre, Mahiravani, Nashik (Un-Aided)",510999510,Artificial Intelligence and Data Science,Nashik,Un-Aided,6898,83.54,,,,,,,,,18913,76.11,,,,,,,,,,,,,,,,,,,8300,82.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7357,83.13,,,,,,,,,7015,83.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22424,74.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9014,81.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5121,"5121 K. K. Wagh Institute of Engineering Education and Research, Nashik (Un-Aided Autonomous)",512119110,Civil Engineering,Nashik,Un-Aided -Autonomous,4636,85.63,,,,,,,,,11536,80.21,,,,,,,,,15160,78,,,,,,,,,6717,83.68,,,,,,,,,10664,80.74,,,,,,,,,21347,75,,,,,,,,,12702,79.44,,,,,,,,,5894,84.42,,,,,,,,,3008,87.58,,,,,,,,,9980,81.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12916,79.32,,,,,,,,,,,,,,,,,,,4753,85.5,,,,,,,,,27311,72.25,,,,,,,,,4112,86.19,,,,,,,,,39442,64.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5121,"5121 K. K. Wagh Institute of Engineering Education and Research, Nashik (Un-Aided Autonomous)",512124510,Computer Engineering,Nashik,Un-Aided -Autonomous,1514,90.06,,,,,,,,,3733,86.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6097,84.25,,,,,,,,,,,,,,,,,,,1650,89.81,,,,,,,,,1421,90.25,,,,,,,,,3221,87.26,,,,,,,,,7501,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1654,89.81,,,,,,,,,6819,83.6,,,,,,,,,1431,90.23,,,,,,,,,37215,66.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5121,"5121 K. K. Wagh Institute of Engineering Education and Research, Nashik (Un-Aided Autonomous)",512124610,Information Technology,Nashik,Un-Aided -Autonomous,1875,89.38,,,,,,,,,3956,86.34,,,,,,,,,7681,82.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974,89.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12364,79.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1676,89.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5121,"5121 K. K. Wagh Institute of Engineering Education and Research, Nashik (Un-Aided Autonomous)",512125710,Computer Science and Design,Nashik,Un-Aided -Autonomous,3357,87.09,,,,,,,,,5587,84.69,,,,,,,,,14475,78.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3425,86.97,,,,,,,,,3190,87.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3480,86.91,,,,,,,,,,,,,,,,,,,3302,87.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5121,"5121 K. K. Wagh Institute of Engineering Education and Research, Nashik (Un-Aided Autonomous)",512129310,Electrical Engineering,Nashik,Un-Aided -Autonomous,3213,87.28,,,,,,,,,7385,83.11,,,,,,,,,23787,73.89,,,,,,,,,4873,85.39,,,,,,,,,,,,,,,,,,,6566,83.83,,,,,,,,,,,,,,,,,,,5442,84.83,,,,,,,,,2311,88.61,,,,,,,,,,,,,,,,,,,15999,77.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13736,78.83,,,,,,,,,5873,84.44,,,,,,,,,,,,,,,,,,,3208,87.28,,,,,,,,,3013,87.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5121,"5121 K. K. Wagh Institute of Engineering Education and Research, Nashik (Un-Aided Autonomous)",512137210,Electronics and Telecommunication Engg,Nashik,Un-Aided -Autonomous,3617,86.76,,,,,,,,,17872,76.62,,,,,,,,,6069,84.29,,,,,,,,,,,,,,,,,,,17088,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5947,84.38,,,,,,,,,1873,89.38,,,,,,,,,16002,77.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3192,87.31,,,,,,,,,,,,,,,,,,,6459,83.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5121,"5121 K. K. Wagh Institute of Engineering Education and Research, Nashik (Un-Aided Autonomous)",512150710,Chemical Engineering,Nashik,Un-Aided -Autonomous,8432,82.33,,,,,,,,,42482,57.28,,,,,,,,,,,,,,,,,,,33220,69.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14840,78.22,,,,,,,,,2133,88.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30061,70.89,,,,,,,,,,,,,,,,,,,4333,85.94,,,,,,,,,34242,68.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5121,"5121 K. K. Wagh Institute of Engineering Education and Research, Nashik (Un-Aided Autonomous)",512161210,Mechanical Engineering,Nashik,Un-Aided -Autonomous,2350,88.56,,,,,,,,,11620,80.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3826,86.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4622,85.64,,,,,,,,,8900,81.95,,,,,,,,,,,,,,,,,,,,,13579,78.92,,,,,,,,,,,,,,,,,,,,,,,,,,,38663,65.06,,,,,,,,,,,,,,,,,,,15943,77.59,,,,,,,,,,,,,,,,,,,10274,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5121,"5121 K. K. Wagh Institute of Engineering Education and Research, Nashik (Un-Aided Autonomous)",512191910,Robotics and Automation,Nashik,Un-Aided -Autonomous,4365,85.9,,,,,,,,,,,,,,,,,,,22215,74.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16229,77.44,,,,,,,,,4717,85.54,,,,,,,,,3968,86.34,,,,,,,,,15609,77.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4696,85.56,,,,,,,,,,,,,,,,,,,9067,81.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5121,"5121 K. K. Wagh Institute of Engineering Education and Research, Nashik (Un-Aided Autonomous)",512199510,Artificial Intelligence and Data Science,Nashik,Un-Aided -Autonomous,3317,87.14,,,,,,,,,3663,86.74,,,,,,,,,16142,77.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3796,86.56,,,,,,,,,1975,89.19,,,,,,,,,8822,82,,,,,,,,,,,,,,,,,,,10467,80.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3520,86.86,,,,,,,,,19161,76,,,,,,,,,3312,87.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5124,"5124 Jagadamba Education Soc. Nashik's S.N.D. College of Engineering & Reserch, Babulgaon        (Un-Aided)",512419110,Civil Engineering,Nashik,Un-Aided,36016,67.42,,,,,,,,,39486,64.11,,,,,,,,,42706,55.84,,,,,,,,,36235,67.26,,,,,,,,,,,,,,,,,,,38005,65.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18627,76.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41021,61.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14588,78.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5124,"5124 Jagadamba Education Soc. Nashik's S.N.D. College of Engineering & Reserch, Babulgaon        (Un-Aided)",512424510,Computer Engineering,Nashik,Un-Aided,9415,81.6,,,,,,,,,,,,,,,,,,,35428,67.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12210,79.77,,,,,,,,,10566,80.8,,,,,,,,,5595,84.69,,,,,,,,,17259,76.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13717,78.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5124,"5124 Jagadamba Education Soc. Nashik's S.N.D. College of Engineering & Reserch, Babulgaon        (Un-Aided)",512424610,Information Technology,Nashik,Un-Aided,10933,80.56,,,,,,,,,12948,79.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17262,76.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11919,79.94,,,,,,,,,9975,81.2,,,,,,,,,30835,70.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11126,80.44,,,,,,,,,,,,,,,,,,,13985,78.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5124,"5124 Jagadamba Education Soc. Nashik's S.N.D. College of Engineering & Reserch, Babulgaon        (Un-Aided)",512429310,Electrical Engineering,Nashik,Un-Aided,30542,70.67,,,,,,,,,39998,63.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36101,67.37,,,,,,,,,38065,65.71,,,,,,,,,41249,61.22,,,,,,,,,30558,70.65,,,,,,,,,39817,63.66,,,,,,,,,,,,,,,,,,,33184,69.24,,,,,,,,,,,,,,,,,,,,,38431,65.33,,,,,,,,,,,,,,,,,38705,65,,,,,,,,,,,,,,,,,,,34833,68.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5124,"5124 Jagadamba Education Soc. Nashik's S.N.D. College of Engineering & Reserch, Babulgaon        (Un-Aided)",512461210,Mechanical Engineering,Nashik,Un-Aided,38394,65.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42104,59.03,,,,,,,,,41016,61.69,39943,63.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42142,58.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5125,"5125 Pravara Rural Education Society's Sir Visvesvaraya Institute of Technology, Chincholi Dist. Nashik (Un-Aided)",512524510,Computer Engineering,Nashik,Un-Aided,9642,81.43,,,,,,,,,,,,,,,,,,,21314,75.03,,,,,,,,,23027,74.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10662,80.74,,,,,,,,,3145,87.37,,,,,,,,,21980,74.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10259,81.03,,,,,,,,,,,,,,,,,,,12101,79.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5125,"5125 Pravara Rural Education Society's Sir Visvesvaraya Institute of Technology, Chincholi Dist. Nashik (Un-Aided)",512524610,Information Technology,Nashik,Un-Aided,11382,80.29,,,,,,,,,20267,75.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15320,77.94,,,,,,,,,,,,,,,,,,,11477,80.23,,,,,,,,,10511,80.86,,,,,,,,,,,,,,,,,,,27791,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16593,77.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5125,"5125 Pravara Rural Education Society's Sir Visvesvaraya Institute of Technology, Chincholi Dist. Nashik (Un-Aided)",512550710,Chemical Engineering,Nashik,Un-Aided,19720,75.72,,,,,,,,,31248,70.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39830,63.64,,,,,,,,,25275,73.22,,,,,,,,,17540,76.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28369,71.72,,,,,,,,,,,,,,,,,42848,54.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5130,"5130 Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik (Un-Aided)",513019110,Civil Engineering,Nashik,Un-Aided,26396,72.68,,,,,,,,,37450,66.26,,,,,,,,,36370,67.16,,,,,,,,,34863,68.21,,,,,,,,,30594,70.63,,,,,,,,,,,,,,,,,,,28117,71.84,,,,,,,,,33161,69.26,,,,,,,,,33168,69.26,,,,,,,,,41200,61.31,37863,65.89,,,,,,,36211,67.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38726,65,,,,,,,23555,74,,,,,,,,,41745,60.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5130,"5130 Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik (Un-Aided)",513024510,Computer Engineering,Nashik,Un-Aided,6183,84.17,,,,,,,,,13235,79.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8779,82.06,,,,,,,,,5003,85.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14073,78.63,,,,,,,,,11394,80.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15618,77.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5130,"5130 Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik (Un-Aided)",513029310,Electrical Engineering,Nashik,Un-Aided,16340,77.39,,,,,,,,,29854,71,,,,,,,,,29160,71.33,,,,,,,,,21680,75,,,,,,,,,21815,75,,,,,,,,,31240,70.33,,,,,,,,,18416,76.33,,,,,,,,,23418,74.06,,,,,,,,,30640,70.61,,,,,,,,,35178,68,,,,,,,,,42804,55.15,,,,,,,,,,,,,,,,,,,,,33959,68.78,,,,,,,,,41125,61.44,,,,,,,,,,,,,,,,,34772,68.28,,,,,,,,,,,,,,,,,,,27933,71.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5130,"5130 Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik (Un-Aided)",513061210,Mechanical Engineering,Nashik,Un-Aided,25042,73.33,,,,,,,,,36475,67.08,,,,,,,,,37096,66.56,,,,,,,,,42226,58.53,,,,,,,,,31179,70.36,,,,,,,,,41725,60.12,,,,,,,,,29391,71.23,,,,,,,,,35714,67.64,,,,,,,,,42217,58.57,32731,69.52,,,,,,,,,42375,57.88,,,,,,,,,41740,60.1,,,,,,,,,,,,,,,,,,,37583,66.12,,,,,,,,,,,,,,,,,,,42681,56,,,,,,,,,39358,64.24,,,,,,,,,,,,,,,,,34307,68.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5139,"5139 Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar. (Un-Aided)",513919110,Civil Engineering,Ahmednagar,Un-Aided,29191,71.31,,,,,,,,,37012,66.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29343,71.26,,,,,,,,,,,,,,,,,,,33049,69.32,,,,,,,,,9657,81.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34805,68.25,,,,,,,,,,,,,,,,,38205,65.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
